,date_open,date_close,deal_type,price_open,price_close,qty,balance_before,balance_after,balance_after_max,balance_after_min,profit,profit_percent,balance_before_nofee,balance_after_nofee,profit_nofee,marker,marker1
23,1508122260.0,1508182200.0,0,351.66,332.8,100.0,137.37099461794836,131.85785977179012,137.88641007606128,131.85785977179012,-5.513134846158224,-0.05513134846158224,-0.05513134846158224,0.005154154581129391,-1.0366267287004733,0,0.053183413986146684
24,1508256180.0,1508366700.0,1,320.0,312.95,100.0,131.85785977179012,133.9109847717901,142.7453597717901,130.77348477179012,2.053125000000006,0.02053125000000006,0.02053125000000006,0.108875,0.39233419051878443,0,0.05233102415278041
25,1508553540.0,1508628120.0,1,299.9,301.81,100.0,133.9109847717901,133.1241058121369,137.05541624894917,133.01740357805886,-0.7868789596532308,-0.007868789596532309,-0.007868789596532309,0.03144431477159054,-0.338928482262698,0,0.023216666666666677
26,1508738580.0,1508808720.0,1,289.62,292.88,100.0,133.1241058121369,131.84849294009766,138.9681669957568,131.84849294009766,-1.2756128720392277,-0.012756128720392277,-0.012756128720392277,0.05844061183619925,-0.43546525355076615,0,0.02929310344827588
27,1508809800.0,1508895480.0,0,307.48,289.0,100.0,131.84849294009766,125.68834593866667,132.5148061962444,125.68834593866667,-6.160147001430988,-0.06160147001430988,-0.06160147001430988,0.00666313256146728,-0.9639505684331785,0,0.06390521675238799
28,1509192660.0,1509198780.0,1,291.01,294.2,100.0,125.68834593866667,124.44216367688873,125.84761366142533,124.44216367688873,-1.2461822617779448,-0.012461822617779448,-0.012461822617779448,0.0015926772275865488,-0.8878247824852743,0,0.014036353640518189
29,1509265080.0,1509451740.0,0,299.0,307.37,100.0,124.44216367688873,127.09149478056766,128.8540365865877,122.97443792438037,2.6493311036789366,0.026493311036789365,0.026493311036789365,0.04411872909698983,2.1172753531054007,0,0.012512926577042383
30,1509497700.0,1509673380.0,1,302.8,289.99,100.0,127.09149478056766,131.17200997211324,136.1224723235003,126.20833758109607,4.08051519154558,0.040805151915455806,0.040805151915455806,0.09030977542932633,1.9021478508281706,0,0.02145214521452145
31,1509740280.0,1509880020.0,0,299.48,297.6,100.0,131.17200997211324,130.39425519717,133.52635082959955,128.8649377135317,-0.7777547749432343,-0.007777547749432343,-0.007777547749432343,0.023543408574863197,-0.17435542172187257,0,0.044607432752156645
32,1509940080.0,1509964200.0,1,293.02,297.01,100.0,130.39425519717,128.88257340070558,130.8858496275843,128.76654036541788,-1.511681796464409,-0.01511681796464409,-0.01511681796464409,0.004915944304143051,-0.7472500590178949,0,0.02022993211203223
33,1509971460.0,1510010040.0,0,302.99,297.0,100.0,128.88257340070558,126.75561046463508,129.57748577405124,126.75561046463508,-2.1269629360705036,-0.021269629360705037,-0.021269629360705037,0.006949123733456522,-0.9611420831517369,0,0.022129537072145003
34,1510062240.0,1510112940.0,1,290.01,296.36,100.0,126.75561046463508,124.4160307949685,127.60902414002558,124.4160307949685,-2.339579669666575,-0.023395796696665753,-0.023395796696665753,0.008534136753904966,-0.8774860477918183,0,0.026662300506704303
35,1510164120.0,1510186500.0,0,306.24,301.0,100.0,124.4160307949685,122.5549545149267,128.75597332370413,122.5549545149267,-1.8610762800418013,-0.018610762800418013,-0.018610762800418013,0.04339942528735624,-0.6076551676587001,0,0.030627177700348406
36,1510236840.0,1510315860.0,0,322.0,308.3,100.0,122.5549545149267,118.15029612983354,124.57886755840498,118.15029612983354,-4.404658385093168,-0.044046583850931686,-0.044046583850931686,0.0202391304347827,-0.7661436100131754,0,0.05749128919860627
37,1510337220.0,1510422180.0,1,292.62,306.52,100.0,118.15029612983354,113.25010817275611,120.23527665064552,113.25010817275611,-4.900187957077423,-0.04900187957077423,-0.04900187957077423,0.0208498052081198,-0.8793601922852304,0,0.055724468767947045
38,1510468920.0,1510470540.0,1,283.01,304.14,100.0,113.25010817275611,105.63394089951488,113.80679698233881,105.63394089951488,-7.616167273241231,-0.07616167273241231,-0.07616167273241231,0.005566888095827008,-1.1533920481118405,0,0.06603277077997262
39,1510541220.0,1510818300.0,0,318.22,327.0,100.0,105.63394089951488,108.24303837924589,111.85689043128534,101.64697276426253,2.6090974797309983,0.02609097479730998,0.02609097479730998,0.06222949531770455,0.39642199663650046,0,0.06581616312586742
40,1511021760.0,1511235480.0,0,336.0,358.02,100.0,108.24303837924589,114.64660980781731,119.09899076019828,107.06030028400778,6.403571428571425,0.06403571428571425,0.06403571428571425,0.10855952380952388,3.413551557907102,0,0.018759263833992148
41,1511280660.0,1511303400.0,0,375.5,361.15,100.0,114.64660980781731,110.67503856946844,114.64660980781731,110.67503856946844,-3.9715712383488757,-0.039715712383488755,-0.039715712383488755,0.0,-1.0056683921134928,0,0.039491857052425604
42,1511390940.0,1511424360.0,0,376.6,370.02,100.0,110.67503856946844,108.77782667355764,112.71303644519865,108.77782667355764,-1.8972118959107942,-0.018972118959107942,-0.018972118959107942,0.02037997875730207,-0.5112102446548851,0,0.03711216501914179
43,1511427300.0,1511529060.0,0,384.98,438.02,100.0,108.77782667355764,122.40516575610737,122.40516575610737,108.64600943629857,13.627339082549723,0.13627339082549722,0.13627339082549722,0.13627339082549722,3.786543909160492,1,0.03598885793871862
44,1511757300.0,1511775600.0,0,473.99,457.02,100.0,122.40516575610737,118.6749214471557,124.96619341491872,118.6749214471557,-3.730244308951675,-0.037302443089516746,-0.037302443089516746,0.025610276588113486,-0.8779863750168285,0,0.04248635759159903
45,1511957580.0,1511968740.0,0,481.2,480.8,100.0,118.6749214471557,118.44179592762121,124.92766458930033,118.27138861257549,-0.2331255195344882,-0.002331255195344882,-0.002331255195344882,0.0625274314214464,-0.07636144681032171,0,0.030529217199558985
46,1511982480.0,1511984160.0,1,453.22,409.0,100.0,118.44179592762121,128.04864690507145,128.67968701804088,116.35454690948434,9.606850977450248,0.09606850977450249,0.09606850977450249,0.10237891090419676,1.416815257975183,0,0.06780595369349504
47,1512300240.0,1512333720.0,0,473.87,461.1,100.0,128.04864690507145,125.20381498914514,129.52356513158927,125.20381498914514,-2.84483191592631,-0.0284483191592631,-0.0284483191592631,0.014749182265178242,-0.6094757734046046,0,0.04667670217693377
48,1512338880.0,1512346140.0,1,442.94,464.11,100.0,125.20381498914514,120.27438662412955,125.69272770870084,120.27438662412955,-4.929428365015593,-0.04929428365015592,-0.04929428365015592,0.004889127195556954,-1.0726628960547384,0,0.04595505617977525
49,1512528020.81,1512704000.81,1,443.25,412.0,100.0,120.27438662412955,127.17458402965691,133.4915609050094,119.08434150286615,6.900197405527359,0.06900197405527358,0.06900197405527358,0.13217174280879868,2.271080539699144,0,0.030382882882882902
50,1513483820.81,1513558160.81,0,712.81,694.0,100.0,127.17458402965691,124.38573216169772,129.1541837827468,124.38573216169772,-2.788851867959191,-0.027888518679591908,-0.027888518679591908,0.019795997530898835,-0.4066501936578036,0,0.06858110266402606
51,1513559180.81,1513561700.81,1,666.0,682.01,100.0,124.38573216169772,121.83182825779382,128.24173816770372,121.83182825779382,-2.5539039039039038,-0.02553903903903904,-0.02553903903903904,0.03856006006006002,-0.5815323479314636,0,0.04391679866112786
52,1513594860.0,1513627920.0,0,730.0,776.01,100.0,121.83182825779382,127.98456798382121,128.25580086053355,118.25717072354723,6.152739726027395,0.06152739726027395,0.06152739726027395,0.0642397260273973,0.8723217656012173,1,0.07053291536050157
53,1513911300.0,1513912620.0,1,704.02,661.1,100.0,127.98456798382121,133.93098569922702,133.93098569922702,125.70962835142439,5.94641771540581,0.05946417715405811,0.05946417715405811,0.05946417715405811,0.5996788770405248,0,0.09916003286212074
54,1514354580.0,1514387100.0,0,766.0,723.33,100.0,133.93098569922702,128.2104896156761,133.93098569922702,128.2104896156761,-5.7204960835509135,-0.05720496083550913,-0.05720496083550913,0.0,-0.9698196829060644,0,0.05898515140886241
55,1514394180.0,1514398080.0,1,696.0,731.38,100.0,128.2104896156761,122.97715628234276,128.2104896156761,122.97715628234276,-5.233333333333329,-0.05233333333333329,-0.05233333333333329,0.0,-1.0485031880722944,0,0.04991242175386204
56,1514429040.0,1514435100.0,1,691.4,705.54,100.0,122.97715628234276,120.78203045069682,128.0137342401096,120.78203045069682,-2.1951258316459334,-0.021951258316459336,-0.021951258316459336,0.05036577957766847,-0.4176251746892625,0,0.05256210508093137
57,1514638020.0,1514660760.0,1,666.36,695.94,100.0,120.78203045069682,116.19298849139552,124.5983549599711,116.19298849139552,-4.589041959301293,-0.04589041959301293,-0.04589041959301293,0.03816324509274277,-0.6810852118574566,0,0.06737838202045308
58,1514852520.0,1514857380.0,0,764.61,826.54,100.0,116.19298849139552,124.1425425123997,124.1425425123997,115.9906742396855,7.9495540210041735,0.07949554021004174,0.07949554021004174,0.07949554021004174,1.2808190343046653,1,0.062066176470588215
59,1515296760.0,1515371520.0,0,1045.02,1155.54,100.0,124.1425425123997,134.56841665834907,134.56841665834907,123.42604617740132,10.42587414594936,0.1042587414594936,0.1042587414594936,0.1042587414594936,1.6862718183883312,1,0.06182795698924731
60,1516062960.0,1516090080.0,1,1213.63,1086.2,100.0,134.56841665834907,144.9183219012979,144.9183219012979,130.67922102211728,10.349905242948848,0.10349905242948848,0.10349905242948848,0.10349905242948848,1.477905942931441,0,0.07003087911277837
61,1516568040.0,1516608120.0,1,1003.0,1079.97,100.0,144.9183219012979,137.09434383549532,145.0674245932221,137.09434383549532,-7.8239780658025895,-0.07823978065802589,-0.07823978065802589,0.0014910269192422456,-0.9733920666748197,0,0.08037848605577694
62,1516627020.0,1516655940.0,1,995.0,925.0,100.0,137.09434383549532,143.97951971489232,143.97951971489232,135.73931870986718,6.885175879396982,0.06885175879396982,0.06885175879396982,0.06885175879396982,0.8209564549149564,0,0.08386773547094192
63,1516802760.0,1516851420.0,0,1041.1,1104.14,100.0,143.97951971489232,149.88465370778448,149.90002206817252,140.37548071767785,5.905133992892147,0.059051339928921476,0.059051339928921476,0.05920502353280194,0.8243311039351332,1,0.07163546255506603
64,1517067780.0,1517121960.0,0,1086.52,1199.02,100.0,149.88465370778448,160.08881193772962,160.08881193772962,149.5956778950981,10.204158229945143,0.10204158229945143,0.10204158229945143,0.10204158229945143,2.0325858615607904,1,0.05020283975659229
65,1517282640.0,1517399040.0,1,1124.99,1117.88,100.0,160.08881193772962,160.5708175555573,168.37799806382853,154.57698649928128,0.4820056178277023,0.004820056178277023,0.004820056178277023,0.08289186126098907,0.07141884253459975,0,0.06748997893576736
66,1517512680.0,1517551800.0,1,1022.15,929.57,100.0,160.5708175555573,169.4781966095122,169.4781966095122,156.27661171492727,8.907379053954894,0.08907379053954895,0.08907379053954895,0.08907379053954895,1.311196878779807,0,0.06793319293319289
67,1517771880.0,1517776500.0,1,849.61,791.33,100.0,169.4781966095122,176.1878145518622,176.1878145518622,168.4595627657486,6.7096179423500155,0.06709617942350016,0.06709617942350016,0.06709617942350016,0.7706993582429073,0,0.08705882352941176
68,1518467880.0,1518513900.0,0,874.06,823.42,100.0,176.1878145518622,170.24416194220154,176.36273503787004,170.24416194220154,-5.94365260966066,-0.0594365260966066,-0.0594365260966066,0.0017492048600782919,-0.8638648178112165,0,0.06880304055812987
69,1518609780.0,1518931380.0,0,877.66,935.58,100.0,170.24416194220154,176.6935284394784,181.57468970921838,170.01782258527518,6.449366497276859,0.0644936649727686,0.0644936649727686,0.11330527767016846,1.8375540402248194,0,0.03509756097560972
70,1518947340.0,1518959640.0,1,907.72,936.97,100.0,176.6935284394784,173.3211691216271,177.55705684030684,173.3211691216271,-3.372359317851309,-0.03372359317851309,-0.03372359317851309,0.008635284008284562,-0.8686814923713442,0,0.038821585903083704
71,1519111740.0,1519148880.0,0,956.93,930.15,100.0,173.3211691216271,170.3726363135847,173.49721177887474,170.18975982314132,-2.948532808042387,-0.02948532808042387,-0.02948532808042387,0.0017604265724764936,-0.8932232113522527,0,0.03301003344481607
72,1519166400.0,1519358520.0,1,905.53,841.1,100.0,170.3726363135847,177.3378064349501,183.391719612868,170.08238695685438,6.9651701213653885,0.06965170121365388,0.06965170121365388,0.1301908329928329,2.296478434047268,0,0.030329786764381285
73,1519394580.0,1519416300.0,0,876.01,829.61,100.0,177.3378064349501,171.89106324708695,178.11930265074673,171.89106324708695,-5.446743187863151,-0.05446743187863151,-0.05446743187863151,0.007814962157966234,-0.9597770828894869,0,0.05675008587895523
74,1519641900.0,1519808160.0,0,857.1,865.28,100.0,171.89106324708695,172.69544429947288,176.35546063362295,171.48905064645692,0.8043810523859443,0.008043810523859442,0.008043810523859442,0.044643973865359954,0.252299531334769,0,0.03188198757763977
75,1519860000.0,1519898100.0,1,854.0,869.87,100.0,172.69544429947288,170.68713048214266,173.1508307163347,170.47284476785694,-2.0083138173302153,-0.020083138173302154,-0.020083138173302154,0.004553864168618195,-0.8024899031371246,0,0.025026032221455212
76,1520131620.0,1520168160.0,1,849.0,853.5,100.0,170.68713048214266,170.00709514645362,171.95055804398012,170.00709514645362,-0.6800353356890496,-0.006800353356890496,-0.006800353356890496,0.012634275618374548,-0.4533568904593664,0,0.015
77,1520223360.0,1520294280.0,0,869.65,850.95,100.0,170.00709514645362,167.70680479976244,170.0192293383699,167.70680479976244,-2.3002903466911864,-0.023002903466911865,-0.023002903466911865,0.00012134191916285527,-1.1528887021378709,0,0.01995240600784464
78,1520331540.0,1520571720.0,1,837.3,655.78,100.0,167.70680479976244,189.23601177456237,189.77703649688414,167.46484254011835,21.529206974799948,0.21529206974799947,0.21529206974799947,0.22070231697121695,10.468420610958022,0,0.020565859717428466
79,1521021060.0,1521082740.0,1,676.0,571.99,100.0,189.23601177456237,204.4721064491186,204.4721064491186,188.78423662663337,15.236094674556217,0.15236094674556216,0.15236094674556216,0.15236094674556216,3.210569618117808,0,0.04745604826189178
80,1521293820.0,1521369780.0,1,580.02,500.41,100.0,204.4721064491186,218.04749522881585,218.04749522881585,203.14628492572285,13.575388779697246,0.13575388779697245,0.13575388779697245,0.13575388779697245,3.480399673663375,0,0.039005258167399366
81,1521604440.0,1521653160.0,0,570.0,548.06,100.0,218.04749522881585,214.0483724217983,221.40626715864042,214.0483724217983,-3.9991228070175575,-0.03999122807017558,-0.03999122807017558,0.03358771929824572,-0.7790990147963087,0,0.051330097087378644
82,1521726660.0,1521849240.0,1,527.0,541.99,100.0,214.0483724217983,211.05397014475844,217.37465325671292,210.81488096069774,-2.9944022770398595,-0.029944022770398596,-0.029944022770398596,0.033262808349146133,-0.5034297093612667,0,0.059480046992837356
83,1522055100.0,1522370880.0,1,510.95,374.0,100.0,211.05397014475844,237.70698413829987,237.7813554075043,210.78262754763543,26.653013993541435,0.26653013993541436,0.26653013993541436,0.2672738526274587,8.804092364318203,0,0.0302734375
84,1522588920.0,1522641120.0,1,369.6,383.93,100.0,237.70698413829987,233.6798196361354,240.6657503720661,232.96553392184967,-4.027164502164488,-0.040271645021644875,-0.040271645021644875,0.029587662337662354,-0.6032594598384051,0,0.06675675675675674
85,1522728420.0,1522833720.0,0,395.55,394.5,100.0,233.6798196361354,233.26436646965834,239.31922679073026,232.705650757359,-0.4154531664770587,-0.004154531664770587,-0.004154531664770587,0.05639407154594861,-0.07744854276085776,0,0.05364247688428134
86,1522857360.0,1523062860.0,1,371.23,375.88,100.0,233.26436646965834,231.86177373738994,235.42829583959073,228.99831981394627,-1.4025927322684093,-0.014025927322684094,-0.014025927322684094,0.021639293699323988,-0.22228824852287934,0,0.06309792540040844
87,1523115000.0,1523271600.0,0,386.0,399.97,100.0,231.86177373738994,235.3309447218459,243.38016751977335,230.8672141518977,3.4691709844559657,0.03469170984455966,0.03469170984455966,0.11518393782383424,1.0763485226398508,0,0.032230926242621506
88,1523452560.0,1523576220.0,0,420.09,496.58,100.0,235.3309447218459,253.38894776881202,253.84599268775796,233.4789284872295,18.058003046966125,0.18058003046966126,0.18058003046966126,0.18515047965912065,4.249393908498841,1,0.04249547920433993
89,1523799720.0,1523855700.0,0,527.77,508.03,100.0,253.38894776881202,249.49868212279196,255.12044918041178,249.49868212279196,-3.8902656460200467,-0.03890265646020047,-0.03890265646020047,0.01731501411599773,-0.8511883610544433,0,0.04570393374741199
90,1524082680.0,1524309300.0,0,521.22,573.86,100.0,249.49868212279196,259.4480643414328,269.06780264771425,248.976478446801,9.949382218640885,0.09949382218640884,0.09949382218640884,0.19569120524922284,4.697724359740133,0,0.021179152833886706
91,1524395940.0,1524628260.0,0,625.7,666.09,100.0,259.4480643414328,265.7532345507983,273.09860773283447,257.747800636782,6.305170209365501,0.06305170209365502,0.06305170209365502,0.1365054339140162,1.3131472638738098,0,0.048015712957929245
92,1524631740.0,1524637080.0,1,628.94,667.98,100.0,265.7532345507983,259.39596517693116,266.1915259617437,259.39596517693116,-6.357269373867131,-0.0635726937386713,-0.0635726937386713,0.004382914109454074,-0.9707520306826483,0,0.06548808730687483
93,1524651720.0,1524777900.0,1,621.88,651.0,100.0,259.39596517693116,254.56338976045208,263.7162809934874,254.56338976045208,-4.832575416479074,-0.048325754164790735,-0.048325754164790735,0.04320315816556236,-0.6649704956923933,0,0.07267353134889401
94,1524821400.0,1524998880.0,0,667.37,666.1,100.0,254.56338976045208,254.2230905261443,259.32970304993165,250.20732715649925,-0.3402992343078003,-0.0034029923430780027,-0.0034029923430780027,0.0476631328947959,-0.054995208683902855,0,0.06187797854604853
95,1525128480.0,1525158300.0,1,664.99,661.9,100.0,254.2230905261443,254.537759167778,259.36941077156155,253.20240074133548,0.3146686416337142,0.0031466864163371424,0.0031466864163371424,0.0514632024541723,0.11841510624964557,0,0.02657335297832037
96,1525296660.0,1525586640.0,0,688.5,792.85,100.0,254.537759167778,269.54389569646355,276.390664033428,253.6615427552871,15.006136528685548,0.15006136528685549,0.15006136528685549,0.21852904865649975,3.1111830732317416,0,0.048232894611045574
97,1525608960.0,1525650600.0,1,760.13,796.39,100.0,269.54389569646355,264.6236590264203,270.1990211355332,264.6236590264203,-4.920236670043282,-0.04920236670043282,-0.04920236670043282,0.006551254390696318,-0.9614618137127786,0,0.051174540682414706
98,1525660860.0,1525741620.0,1,751.3,769.63,100.0,264.6236590264203,262.03388796293035,270.9877013530541,262.03388796293035,-2.58977106348996,-0.0258977106348996,-0.0258977106348996,0.06364042326633829,-0.4454347034435565,0,0.05814030751239219
99,1525929000.0,1525975620.0,0,766.38,736.84,100.0,262.03388796293035,258.02940324255667,262.2401081148132,258.02940324255667,-4.004484720373696,-0.040044847203736966,-0.040044847203736966,0.0020622015188288003,-1.0240235166490097,0,0.039105398023259054
100,1526021880.0,1526165160.0,1,714.73,684.54,100.0,258.02940324255667,262.1033759315441,269.1577880871833,257.53521732619663,4.073972688987454,0.04073972688987454,0.04073972688987454,0.11128384844626643,1.0571918454751643,0,0.03853579372962691
101,1526204880.0,1526304480.0,0,698.94,690.29,100.0,262.1033759315441,260.7157875834742,267.827986055446,260.2450747898152,-1.3875883480699511,-0.013875883480699512,-0.013875883480699512,0.05724610123901891,-0.2698881714015956,0,0.05141345546430819
102,1526437140.0,1526470200.0,1,684.54,708.02,100.0,260.7157875834742,257.13574697226085,262.1639410880174,257.13574697226085,-3.58004061121337,-0.0358004061121337,-0.0358004061121337,0.014481535045431872,-0.8365636244958099,0,0.04279460051076248
103,1526594640.0,1526669460.0,1,672.95,687.1,100.0,257.13574697226085,254.88306475218505,259.5045076528463,254.88306475218505,-2.2526822200757914,-0.022526822200757916,-0.022526822200757916,0.02368760680585486,-0.6635585081414591,0,0.03394850932414778
104,1526731140.0,1526912100.0,0,709.16,703.1,100.0,254.88306475218505,253.8785326296739,256.8256813690275,251.19930650298883,-1.0045321225111312,-0.010045321225111313,-0.010045321225111313,0.019426166168424575,-0.25075078857203303,0,0.04006097560975606
105,1526951580.0,1527097680.0,1,686.49,564.09,100.0,253.8785326296739,271.55836263448094,271.6559605601609,251.94991968556693,17.679830004807055,0.17679830004807054,0.17679830004807054,0.17777427930486972,5.808845770442815,0,0.030436046511627905
106,1527427080.0,1527592020.0,1,567.46,540.86,100.0,271.55836263448094,276.09591770444183,282.05933362803114,269.9615646222863,4.53755506996088,0.0453755506996088,0.0453755506996088,0.10500970993550213,1.2847087198078802,0,0.03531971878138604
107,1527642420.0,1528099740.0,0,577.36,605.59,100.0,276.09591770444183,280.83541472536467,284.7151431443753,269.8873060929689,4.739497020922828,0.04739497020922828,0.04739497020922828,0.08619225439933481,0.676740538089788,0,0.070034182292387
108,1528121520.0,1528214340.0,1,586.51,600.12,100.0,280.83541472536467,278.36490868113697,282.30687045501975,278.36490868113697,-2.470506044227733,-0.02470506044227733,-0.02470506044227733,0.014714557296550747,-0.6938812215416857,0,0.0356041634725132
109,1528333020.0,1528402740.0,0,614.44,604.32,100.0,278.36490868113697,276.56788049286797,278.64945070314076,276.5158005501559,-1.7970281882689954,-0.017970281882689954,-0.017970281882689954,0.002845420220037699,-0.4697309795880406,0,0.03825653972929376
110,1528588200.0,1528793340.0,1,592.6,535.55,100.0,276.56788049286797,286.04494765452847,291.5765035100803,276.2356327709645,9.477067161660486,0.09477067161660485,0.09477067161660485,0.15008623017212291,6.993096602549451,0,0.013552032383201257
111,1528830420.0,1528943880.0,1,499.98,493.5,100.0,286.04494765452847,287.19099949660216,295.9413495106027,285.68293917418924,1.1460518420736867,0.011460518420736867,0.011460518420736867,0.0989640185607425,0.30427600509583397,0,0.03766487737712769
112,1529339280.0,1529588400.0,0,507.83,529.53,100.0,287.19099949660216,291.3140830088011,294.7246731669249,287.19099949660216,4.1230835121989715,0.04123083512198972,0.04123083512198972,0.07533673670322744,1.9764435838555718,0,0.020861124222710244
113,1529631900.0,1529858580.0,1,514.8,453.0,100.0,291.3140830088011,303.1687450134631,309.6256214703396,290.60464244936054,11.854662004661993,0.11854662004661992,0.11854662004661992,0.1831153846153845,4.072815832155385,0,0.029106796116504872
114,1530110700.0,1530188640.0,1,425.29,438.39,100.0,303.1687450134631,299.9384938906998,304.21792674827935,298.32312555380025,-3.2302511227632893,-0.03230251122763289,-0.03230251122763289,0.01049181734816246,-0.5608417231956203,0,0.05759648380576323
